"SID","StudySiteID","Location","Province","YearFrom","Year","Month","TEMPc","AHc","pred.AAP","cumAAP","Epi"
"D1212","D1212_1",NA,"Hong Kong",2019,2019,8,4.94446428045367,6.14928614655688,9.89755873761629,58.793645659175,TRUE
"D1212","D1212_1",NA,"Hong Kong",2019,2019,9,4.42345890410959,5.65474739515524,11.297658006881,38.9633344928118,TRUE
"D1212","D1212_1",NA,"Hong Kong",2019,2019,10,3.26252879658271,0.885416741471251,5.42302787285452,95.5309977684076,FALSE
"D1212","D1212_1",NA,"Hong Kong",2019,2019,11,-0.228041095890412,-3.09943049249359,6.68417014781076,84.6268072478479,FALSE
"D1212","D1212_1",NA,"Hong Kong",2019,2019,12,-4.61424539696568,-6.93629718495353,0.695193076433741,100,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2012,1,-11.4119513484929,-6.72660152938889,18.9464675640251,39.8191200573121,TRUE
"L0107","L0107_1",NA,"Zhejiang",2011,2012,2,-12.6133973996608,-6.53291935565933,20.872652493287,20.872652493287,TRUE
"L0107","L0107_1",NA,"Zhejiang",2011,2012,3,-9.32485457429931,-5.2837221019446,15.2229228669233,55.0420429242354,TRUE
"L0107","L0107_1",NA,"Zhejiang",2011,2012,4,-1.68098360655738,-3.04825721536637,7.35417758557455,79.555882656106,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2012,5,3.5525647805394,1.43683857751841,4.94479903212504,95.7567886259718,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2012,6,4.80901639344262,3.60821503429217,5.2485709742028,90.8119895938467,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2011,7,10.7235325224749,7.07925971067737,1.11250219715679,98.9872802294671,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2011,8,11.1783712321523,7.62574428736347,1.01271977053283,100,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2011,9,8.79901639344262,6.11751793937482,2.11798940633861,97.8747780323104,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2011,10,2.73320994182972,0.986357363115692,6.00753596353792,85.5634186196439,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2011,11,-0.220983606557378,-0.883616968152528,7.80570385685606,72.2017050705314,FALSE
"L0107","L0107_1",NA,"Zhejiang",2011,2011,12,-6.97969328397673,-4.61339573928731,9.35395828943998,64.3960012136754,TRUE
"L0107","L0107_1",NA,"Zhejiang",2012,2013,1,-13.5692090145824,-6.73923668010823,23.2226321709596,23.2226321709596,TRUE
"L0107","L0107_1",NA,"Zhejiang",2012,2013,2,-8.94939334637965,-5.21463001353797,15.3678374385609,38.5904696095205,TRUE
"L0107","L0107_1",NA,"Zhejiang",2012,2013,3,-6.14662836942112,-4.66842202069453,8.27566954982462,77.396580333465,FALSE
"L0107","L0107_1",NA,"Zhejiang",2012,2013,4,-2.62748858447489,-3.1023470253415,9.01806132109731,60.2672832432441,TRUE
"L0107","L0107_1",NA,"Zhejiang",2012,2013,5,1.87272646928855,0.492461356147447,7.13739218269804,84.5339725161631,FALSE
"L0107","L0107_1",NA,"Zhejiang",2012,2013,6,6.51917808219178,4.56808196448748,4.30143192259075,94.3329228493925,FALSE
"L0107","L0107_1",NA,"Zhejiang",2012,2012,7,9.95659743703049,7.63909058474936,1.56000527322566,98.9648942249585,FALSE
"L0107","L0107_1",NA,"Zhejiang",2012,2012,8,10.4662748563853,8.08815241369976,1.03510577504149,100,FALSE
"L0107","L0107_1",NA,"Zhejiang",2012,2012,9,8.06917808219178,5.94281421397594,3.07196610234034,97.4048889517328,FALSE
"L0107","L0107_1",NA,"Zhejiang",2012,2012,10,2.81143614670791,-0.767507662839341,5.49751841063869,90.0314909268018,FALSE
"L0107","L0107_1",NA,"Zhejiang",2012,2012,11,-1.03082191780822,-2.03763729029708,8.85362754039632,69.1209107836404,FALSE
"L0107","L0107_1",NA,"Zhejiang",2012,2012,12,-7.88533804684048,-4.53220623307325,12.6587523126263,51.2492219221468,TRUE
"L0107","L0107_1",NA,"Zhejiang",2013,2014,1,-13.5267079098542,-7.06456603198075,19.7426324373555,19.7426324373555,TRUE
"L0107","L0107_1",NA,"Zhejiang",2013,2014,2,-11.0104060665362,-5.94150780795488,18.3264155280321,38.0690479653876,TRUE
"L0107","L0107_1",NA,"Zhejiang",2013,2014,3,-9.02348210340257,-4.3768268891968,13.9283447531253,51.997392718513,TRUE
"L0107","L0107_1",NA,"Zhejiang",2013,2014,4,-0.895525114155254,-1.34949550092241,8.01923106664094,88.0484560213098,FALSE
"L0107","L0107_1",NA,"Zhejiang",2013,2014,5,1.95071144498453,1.26448456964592,8.0571440107139,80.0292249546689,FALSE
"L0107","L0107_1",NA,"Zhejiang",2013,2014,6,6.18114155251141,4.83220259038488,5.01034790405072,93.0588039253606,FALSE
"L0107","L0107_1",NA,"Zhejiang",2013,2013,7,10.5281307998232,6.868379598157,1.11144889363486,99.5093810333833,FALSE
"L0107","L0107_1",NA,"Zhejiang",2013,2013,8,12.4442598320813,6.0614038296242,0.490618966616681,100,FALSE
"L0107","L0107_1",NA,"Zhejiang",2013,2013,9,8.81447488584475,5.32803811985175,1.61719083848359,98.3979321397485,FALSE
"L0107","L0107_1",NA,"Zhejiang",2013,2013,10,4.17006628369421,1.44190570012774,3.7219373759043,96.7807413012649,FALSE
"L0107","L0107_1",NA,"Zhejiang",2013,2013,11,-1.91219178082192,-1.77600924511252,8.5385597382439,71.972080943955,FALSE
"L0107","L0107_1",NA,"Zhejiang",2013,2013,12,-8.39283694211224,-5.63606659261325,11.4361284871981,63.4335212057111,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,1,-10.7393636765356,-7.2862918692708,18.9027730135427,38.9072600558082,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,2,-10.420469667319,-6.31777525548842,20.0044870422654,20.0044870422654,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,3,-9.60387980556783,-6.70182670765394,16.8633989082734,55.7706589640816,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,4,-5.09570776255707,-4.14048924107279,9.14065400732262,75.0642125840113,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,5,2.06386212991604,1.56172421741271,10.1528996126071,65.9235585766887,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,6,4.13095890410959,2.92892948733494,6.38774224008164,88.9465272992314,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,7,9.46063632346443,7.70414324281001,1.93253555427653,100,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,8,9.80902342023862,8.83390279078687,0,100,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,9,8.89429223744293,6.74242527648326,2.46052907689767,98.0674644457234,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,10,6.63160406539991,3.51798384976168,2.57484399354907,95.6069353688258,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,11,1.06762557077626,-0.468932663665508,7.49457247513848,82.5587850591498,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2005,2005,12,-6.91678303137428,-6.82190257606336,4.08556407604528,93.0320913752767,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,1,-9.83150684931507,-6.54925633665826,17.5108919978128,17.5108919978128,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,2,-9.49222113502936,-6.25979672954514,16.8779249712982,34.388816969111,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,3,-8.3895713654441,-5.45083387452303,13.6669127934506,48.0557297625616,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,4,-3.59150684931507,-3.21930366541459,10.0829897448367,58.1387195073984,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,5,0.0652673442333165,-0.49845515769713,8.76600167975056,85.4227359238159,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,6,3.1551598173516,2.82277801901007,9.11399725995858,76.6567342440653,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,7,9.06526734423332,8.37439901987216,0.372771902969002,99.6654787731767,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,8,9.44268669907203,8.39043344353423,0.334521226823302,100,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,9,7.8051598173516,5.92607761636681,3.54523200486047,95.7814385870091,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,10,4.76526734423332,0.939233060160083,3.51126828319864,99.2927068702077,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,11,1.23849315068493,-1.01329741521351,6.81347065833274,92.2362065821486,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2006,2006,12,-4.87344233318604,-3.92207912937193,9.40401747670835,67.5427369841067,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,1,-9.40710659886726,-6.71190913371383,17.5202675900139,17.5202675900139,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,2,-9.07058586154007,-6.38136869948961,16.7917393354812,34.3120069254951,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,3,-7.32323563112532,-4.91506015808016,11.9563656467683,46.2683725722634,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,4,-4.16463348058769,-3.82140969413725,10.1122111408975,56.3805837131609,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,5,-0.145816276286612,-0.546722099074277,9.99546588427028,66.3760495974312,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,6,4.34869985274565,4.15973752178127,9.45177457763789,75.8278241750691,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,7,9.60257082048758,8.59922300390479,0,100,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,8,9.76708694951984,8.61863559597762,0,100,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,9,7.24118497767357,5.88968500786972,5.09517918710848,100,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,10,4.66063533661661,2.89974232482779,5.43211553802184,94.9048208128915,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,11,-0.717966813921021,-3.0005276451653,7.99541982009063,83.8232439951597,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2007,2007,12,-5.45226788918984,-5.30346540883365,5.64946127970995,89.4727052748697,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,1,-10.3533362792753,-7.36729076319165,18.8069045471121,18.8069045471121,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,2,-8.18087084148728,-5.31712834565504,14.2369489631927,47.9676455792765,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,3,-8.33720724701723,-5.27049291318481,14.9237920689717,33.7306966160838,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,4,-4.15634703196347,-3.56401677689903,10.7417364326974,58.7093820119738,TRUE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,5,1.04343791427309,-0.731987873441036,7.82192139861442,85.3932187266158,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,6,3.7403196347032,2.14595779578434,6.52330747623803,91.9165262028538,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,7,8.63376049491825,8.04764220725978,1.90831972471762,100,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,8,9.74021210782148,9.22494307652299,0,100,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,9,9.34698630136986,6.90615650773286,2.19585870005907,98.0916802752824,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,10,4.77892178524083,2.15675292368648,3.97929537236946,95.8958215752233,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,11,0.356986301369863,-1.57164989031222,8.15894870980705,77.5712973280014,FALSE
"L0343","L0343_1","Wenzhou","Zhejiang",2009,2009,12,-7.1049491825011,-5.04710973542071,10.7029666062205,69.4123486181943,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2010,1,-12.9750301959051,-7.63894623052964,22.2056203030784,22.2056203030784,TRUE
"L0438","L0438_1",NA,"Shanghai",2009,2010,2,-9.61350945857795,-5.56188370635501,18.8982864981882,41.1039068012667,TRUE
"L0438","L0438_1",NA,"Shanghai",2009,2010,3,-8.76857858300191,-5.48340140360904,15.8625947149546,56.9665015162212,TRUE
"L0438","L0438_1",NA,"Shanghai",2009,2010,4,-5.83033485540335,-4.72826924165847,8.18900939616051,77.6579965636795,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2010,5,1.09056120194432,-1.46184777436376,7.09579638241144,92.1569140456307,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2010,6,5.13633181126332,2.18118323046778,3.24647899154082,95.4033930371716,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2010,7,10.0249698040949,8.6612097135073,0,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2009,8,10.920668728826,9.71462764486787,0,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2009,9,10.4285540334855,7.1631080372111,1.45890856200601,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2009,10,5.71636765355722,2.69477582632323,3.13769840082246,98.541091437994,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2009,11,1.10744292237443,-0.794497549226749,7.40312109953978,85.0611176632193,FALSE
"L0438","L0438_1",NA,"Shanghai",2009,2009,12,-7.81804094859331,-5.16103037380464,12.5024856512978,69.468987167519,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2011,1,-13.5582471645309,-7.99209437364917,20.7094072352965,43.4178035429545,TRUE
"L0438","L0438_1",NA,"Shanghai",2010,2011,2,-13.690658838878,-7.45339468694868,22.708396307658,22.708396307658,TRUE
"L0438","L0438_1",NA,"Shanghai",2010,2011,3,-9.54749447635882,-6.05012950835656,17.9561815385784,61.3739850815329,TRUE
"L0438","L0438_1",NA,"Shanghai",2010,2011,4,-4.72907153729072,-4.82951144153508,6.09188480342746,91.3957069272011,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2011,5,2.69336573869495,-1.0969377587132,6.40731359134249,85.3038221237736,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2011,6,4.80870624048706,3.02147937141718,4.93437768068062,96.3300846078817,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2011,7,10.6589571365444,8.86193895005955,0,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2010,8,13.462182942996,10.4584634583903,0,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2010,9,11.4842617960426,9.66277593052353,0,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2010,10,4.87616143761968,2.25221178780188,3.66991539211829,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2010,11,-1.21573820395738,-2.58115843582728,8.89977038152906,70.2737554630619,FALSE
"L0438","L0438_1",NA,"Shanghai",2010,2010,12,-6.23351598173516,-4.80482389433243,8.62275306936925,78.8965085324312,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2012,1,-11.520218579235,-7.20397012975168,19.5982844338128,41.2049025103728,TRUE
"L0438","L0438_1",NA,"Shanghai",2011,2012,2,-13.0788392688901,-7.17269923787197,21.60661807656,21.60661807656,TRUE
"L0438","L0438_1",NA,"Shanghai",2011,2012,3,-10.6212938480522,-6.19961074936089,19.3651591577669,60.5700616681397,TRUE
"L0438","L0438_1",NA,"Shanghai",2011,2012,4,-3.10466302367941,-3.97546758875471,6.98989670047397,84.9165389663673,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2012,5,3.03246959280804,0.20854636095194,4.66267312804857,89.5792120944159,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2012,6,5.42089253187614,3.09801712862773,3.50469622411324,97.1554906495071,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2012,7,9.94429754979729,8.2299666439816,0.831233821178145,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2011,8,12.31634056055,9.93671415656794,0,100,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2011,9,9.23089253187614,7.01952781679656,2.01327552931474,99.1687661788218,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2011,10,3.84967389388331,0.77844378402323,4.07158233097796,93.6507944253939,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2011,11,0.61978142076503,-0.68038244843548,7.44513277258319,77.9266422658934,FALSE
"L0438","L0438_1",NA,"Shanghai",2011,2011,12,-6.54064868676185,-4.32565681959717,9.9114478251705,70.4815094933102,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,1,-7.27980786180152,-5.75446925916536,8.9500066066475,76.2214884890625,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,2,-10.8107311098549,-7.99895723618603,17.2285071361112,17.2285071361112,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,3,-8.48303366825313,-7.08352384347155,11.3914282951277,28.6199354312389,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,4,-4.69808743169399,-3.93836614460506,9.62933721554824,48.9681838579462,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,5,0.858901815617835,0.246022503294788,9.23256822322494,58.2007520811711,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,6,4.48191256830601,4.86544154534597,10.718911211159,39.3388466423979,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,7,8.149224396263,7.18046269768408,3.18918327170362,97.4205621838547,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,8,8.72019213819848,7.35902043026264,2.57943781614532,100,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,9,7.23191256830601,5.60427405805995,4.59866865072985,94.231378912151,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,10,4.41696633174687,3.21594528536821,6.34893509672619,89.6327102614212,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,11,1.22857923497267,0.463172957339047,9.07072980124388,67.271481882415,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2016,2016,12,-4.24754979728539,-4.44945499574062,7.06228667563251,83.283775164695,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,1,-5.93274414494035,-4.80778648754268,8.36787682273906,69.7491406216589,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,2,-9.27226027397261,-7.44831801449845,14.4187632506433,14.4187632506433,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,3,-8.47790543526293,-6.29386030743075,13.8019055473191,28.2206687979624,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,4,-4.18726027397261,-3.30013211423879,11.3409072662979,51.1554667290892,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,5,0.515642951833845,0.252251284552169,10.2257970698307,61.3812637989198,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,6,3.40607305936073,3.78923898592487,11.5938906648288,39.8145594627913,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,7,6.92532037118868,6.97597985154753,5.20088198268262,93.7687726830841,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,8,8.69306230667255,7.78542682606457,2.49217701787288,100,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,9,8.00940639269406,6.61087666574714,3.73905029904305,97.5078229821271,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,10,6.04144940344675,4.596044136771,5.97490394998252,82.9428754869074,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,11,-0.15059360730594,-3.0354618256966,7.21883091526596,76.9679715369249,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2017,2017,12,-6.23919575784358,-5.7139503667406,5.62501521349406,88.5678907004015,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,1,-8.11827946240789,-6.95777474700808,9.79919092121109,49.0490297257838,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,2,-11.0627495084908,-7.88458734892881,18.1414828031004,18.1414828031004,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,3,-6.85376333337563,-5.15284795739348,9.11897721157914,67.5265819401423,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,4,-2.65989236563369,-2.86226224791802,10.1832923264908,39.2498388045727,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,5,2.20752698920502,0.86549076731131,7.97718451435726,75.5037664544996,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,6,4.76677430103297,4.23634863871603,7.74814947911025,83.2519159336098,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,7,7.15913989243082,7.43285666537537,3.82497705594207,97.5120830829826,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,8,8.81720440855985,7.33232189632693,2.48791691701745,100,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,9,6.71344096769964,6.83635740930464,5.61586994729638,88.8677858809062,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,10,3.39819516521466,0.585346349712751,4.81932014613428,93.6871060270405,FALSE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,11,-0.656559032300361,-1.55963212802288,9.35857500277935,58.4076047285632,TRUE
"L0610","L0610_1","Fuzhou","Fujian",2018,2018,12,-4.51827946240789,-3.42009956762761,10.9250636749815,29.0665464780819,TRUE
"L0677","L0677_1",NA,"Beijing",2012,2012,1,-15.7999911863212,-5.92331326283915,20.0295365352881,40.6925143566462,TRUE
"L0677","L0677_1",NA,"Beijing",2012,2012,2,-17.0264650461654,-6.44205864134029,19.6574827735811,60.3499971302273,TRUE
"L0677","L0677_1",NA,"Beijing",2012,2012,3,-11.2225718314825,-5.50724535176929,17.5236910866969,77.8736882169242,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,4,0.117213114754103,-4.48792663411334,4.14501640615452,90.7029535127707,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,5,6.6419442975498,0.269196774161016,4.12622294589757,94.8291764586683,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,6,11.1838797814208,2.9031392895713,0.60145530986627,99.4948481736408,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,7,13.8419442975498,9.25477680337849,0.505151826359175,100,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,8,13.8419442975498,11.3901463125684,0,100,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,9,10.4238797814208,6.01929618203515,0.914028264196412,98.8933928637746,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,10,4.92581526529174,0.428748123555852,3.15018814090984,97.9793645995781,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,11,-3.96945355191256,-2.88451874420396,8.68424888969205,86.5579371066162,FALSE
"L0677","L0677_1",NA,"Beijing",2012,2012,12,-13.4838621540631,-5.38585785711356,20.6629778213581,20.6629778213581,TRUE
"L0677","L0677_1",NA,"Beijing",2013,2013,1,-19.2747856827221,-5.76094522687196,21.6448337937752,21.6448337937752,TRUE
"L0677","L0677_1",NA,"Beijing",2013,2013,2,-15.8314677103718,-5.02174007017679,21.0406138970384,42.6854476908135,TRUE
