"SID","Location","Province","YEARMODA","YEAR","DaySeq","TEMP","AH"
"L0852",NA,"Hong Kong",1993-02-07,1993,38,19.4,12.6286264983905
"L0852",NA,"Hong Kong",1993-02-08,1993,39,17.7,10.6603978618205
"L0852",NA,"Hong Kong",1993-02-09,1993,40,17.9,11.7065228032958
"L0852",NA,"Hong Kong",1993-02-10,1993,41,17.1333333333333,10.646043524541
"L0852",NA,"Hong Kong",1993-02-11,1993,42,19,11.107554127598
"L0852",NA,"Hong Kong",1993-02-12,1993,43,17.9,9.1122158074556
"L0852",NA,"Hong Kong",1993-02-13,1993,44,17.8333333333333,9.17098800294696
"L0852",NA,"Hong Kong",1993-02-14,1993,45,18.5333333333333,10.6280043924749
"L0852",NA,"Hong Kong",1993-02-15,1993,46,19.8333333333333,12.5056212429291
"L0852",NA,"Hong Kong",1993-02-16,1993,47,20.3333333333333,10.8179048387056
"L0852",NA,"Hong Kong",1993-02-17,1993,48,19.4333333333333,10.7278327833913
"L0852",NA,"Hong Kong",1993-02-18,1993,49,18.9666666666667,12.8240088134256
"L0852",NA,"Hong Kong",1993-02-19,1993,50,19.25,14.7626194797728
"L0852",NA,"Hong Kong",1993-02-20,1993,51,20.6,15.9104465499453
"L0852",NA,"Hong Kong",1993-02-21,1993,52,21.5666666666667,16.4168396927657
"L0852",NA,"Hong Kong",1993-02-22,1993,53,18.15,10.8250613730202
"L0852",NA,"Hong Kong",1993-02-23,1993,54,14.6,9.23096914088245
"L0852",NA,"Hong Kong",1993-02-24,1993,55,14.2,9.40203252313768
"L0852",NA,"Hong Kong",1993-02-25,1993,56,12.6666666666667,9.1299700324537
"L0852",NA,"Hong Kong",1993-02-26,1993,57,15.3,10.6711687087823
"L0852",NA,"Hong Kong",1993-02-27,1993,58,19.25,13.471334340038
"L0852",NA,"Hong Kong",1993-02-28,1993,59,16.25,9.88243288433832
"L0852",NA,"Hong Kong",1993-03-01,1993,60,14,7.30000467347854
"L0852",NA,"Hong Kong",1993-03-02,1993,61,15.9333333333333,8.60840794389371
"L0852",NA,"Hong Kong",1993-03-03,1993,62,15.8333333333333,10.2845572546721
"L0852",NA,"Hong Kong",1993-03-04,1993,63,17.35,10.5815266908366
"L0852",NA,"Hong Kong",1993-03-05,1993,64,19.15,11.8607531188155
"L0852",NA,"Hong Kong",1993-03-06,1993,65,22.4,15.1297161876384
"L0852",NA,"Hong Kong",1993-03-07,1993,66,20.9333333333333,13.4612824674188
"L0852",NA,"Hong Kong",1993-03-08,1993,67,18.3,11.1033625929867
"L0852",NA,"Hong Kong",1993-03-09,1993,68,19.5333333333333,12.3348330309238
"L0852",NA,"Hong Kong",1993-03-10,1993,69,19.25,12.722665391081
"L0852",NA,"Hong Kong",1993-03-11,1993,70,21.05,13.6897235344271
"L0852",NA,"Hong Kong",1993-03-12,1993,71,19.8,13.0806350910021
"L0852",NA,"Hong Kong",1993-03-13,1993,72,18.6666666666667,12.3645468184516
"L0852",NA,"Hong Kong",1993-03-14,1993,73,22.55,16.9874737026045
"L0852",NA,"Hong Kong",1993-03-15,1993,74,23.8,17.67595144888
"L0852",NA,"Hong Kong",1993-03-16,1993,75,21.9,16.8545970516211
"L0852",NA,"Hong Kong",1993-03-17,1993,76,15.2,11.1598114080166
"L0852",NA,"Hong Kong",1993-03-18,1993,77,12.75,9.13778375458468
"L0852",NA,"Hong Kong",1993-03-19,1993,78,12.05,8.75485926690434
"L0852",NA,"Hong Kong",1993-03-20,1993,79,12.8,9.72831454919681
"L0852",NA,"Hong Kong",1993-03-21,1993,80,16.1,11.5933554888233
"L0852",NA,"Hong Kong",1993-03-22,1993,81,19.15,13.6044016136921
"L0852",NA,"Hong Kong",1993-03-23,1993,82,21.35,16.5171470732077
"L0852",NA,"Hong Kong",1993-03-24,1993,83,24.4333333333333,18.0402419469383
"L0852",NA,"Hong Kong",1993-03-25,1993,84,24.85,18.7071753556655
"L0852",NA,"Hong Kong",1993-03-26,1993,85,24.95,18.206271432151
"L0852",NA,"Hong Kong",1993-03-27,1993,86,25.1,18.2005165833552
"L0852",NA,"Hong Kong",1993-03-28,1993,87,24.6,17.1458423569916
"L0852",NA,"Hong Kong",1993-03-29,1993,88,16.75,12.0244725856484
"L0852",NA,"Hong Kong",1993-03-30,1993,89,16.6666666666667,12.4618939435239
"L0852",NA,"Hong Kong",1993-03-31,1993,90,19.9,15.1158825786282
"L0852",NA,"Hong Kong",1993-04-01,1993,91,23.4666666666667,18.4344376547758
"L0852",NA,"Hong Kong",1993-04-02,1993,92,24.1,19.9263098997158
"L0852",NA,"Hong Kong",1993-04-03,1993,93,25.1666666666667,18.8675651852403
"L0852",NA,"Hong Kong",1993-04-04,1993,94,24.6,17.6169295821846
"L0852",NA,"Hong Kong",1993-04-05,1993,95,18.95,13.3984266632142
"L0852",NA,"Hong Kong",1993-04-06,1993,96,16.4333333333333,12.3660329238835
"L0852",NA,"Hong Kong",1993-04-07,1993,97,14.3333333333333,10.0520589776664
"L0852",NA,"Hong Kong",1993-04-08,1993,98,15.4666666666667,10.9037530533144
"L0852",NA,"Hong Kong",1993-04-09,1993,99,16.6,11.5334908021247
"L0852",NA,"Hong Kong",1993-04-10,1993,100,18.7666666666667,12.958701484947
"L0852",NA,"Hong Kong",1993-04-11,1993,101,19.2333333333333,13.245394177665
"L0852",NA,"Hong Kong",1993-04-12,1993,102,19.5,12.998724013808
"L0852",NA,"Hong Kong",1993-04-13,1993,103,20.9,13.2847165981821
"L0852",NA,"Hong Kong",1993-04-14,1993,104,22.0666666666667,14.682643828713
"L0852",NA,"Hong Kong",1993-04-15,1993,105,22.05,15.7808692752728
"L0852",NA,"Hong Kong",1993-04-16,1993,106,24.4,16.7622608538851
"L0852",NA,"Hong Kong",1993-04-17,1993,107,20.8333333333333,16.2994876817098
"L0852",NA,"Hong Kong",1993-04-18,1993,108,20.8,16.3599551676092
"L0852",NA,"Hong Kong",1993-04-19,1993,109,22.2333333333333,17.5431138494309
"L0852",NA,"Hong Kong",1993-04-20,1993,110,21.7,18.0513568181849
"L0852",NA,"Hong Kong",1993-04-21,1993,111,21.4,17.9096277154151
"L0852",NA,"Hong Kong",1993-04-22,1993,112,24.9666666666667,18.6753380709002
"L0852",NA,"Hong Kong",1993-04-23,1993,113,25.3666666666667,20.0259206837973
"L0852",NA,"Hong Kong",1993-04-24,1993,114,27.1333333333333,20.7053375258773
"L0852",NA,"Hong Kong",1993-04-25,1993,115,22.8666666666667,17.9399022810103
"L0852",NA,"Hong Kong",1993-04-26,1993,116,21.35,15.7142670754375
"L0852",NA,"Hong Kong",1993-04-27,1993,117,24.45,20.0327848384629
"L0852",NA,"Hong Kong",1993-04-28,1993,118,26.5,19.5732560291693
"L0852",NA,"Hong Kong",1993-04-29,1993,119,23.75,19.299055178991
"L0852",NA,"Hong Kong",1993-04-30,1993,120,24.25,18.857665661936
"L0852",NA,"Hong Kong",1993-05-01,1993,121,24.25,20.4162800895537
"L0852",NA,"Hong Kong",1993-05-02,1993,122,23.9,19.4055252970646
"L0852",NA,"Hong Kong",1993-05-03,1993,123,22.65,17.4016107625761
"L0852",NA,"Hong Kong",1993-05-04,1993,124,21.45,17.139167075459
"L0852",NA,"Hong Kong",1993-05-05,1993,125,23.8,19.5878097328871
"L0852",NA,"Hong Kong",1993-05-06,1993,126,27.1,21.2026634702821
"L0852",NA,"Hong Kong",1993-05-07,1993,127,27.8,20.4913865532814
"L0852",NA,"Hong Kong",1993-05-08,1993,128,27.4,20.5185497587622
"L0852",NA,"Hong Kong",1993-05-09,1993,129,23.1,18.7309366823983
"L0852",NA,"Hong Kong",1993-05-10,1993,130,25.2,19.3660429746681
"L0852",NA,"Hong Kong",1993-05-11,1993,131,25.1,19.7414754509885
"L0852",NA,"Hong Kong",1993-05-12,1993,132,26.75,21.504886412655
"L0852",NA,"Hong Kong",1993-05-13,1993,133,28,21.7103486266807
"L0852",NA,"Hong Kong",1993-05-14,1993,134,28.25,21.2689628416748
"L0852",NA,"Hong Kong",1993-05-15,1993,135,25.55,19.2399974098841
"L0852",NA,"Hong Kong",1993-05-16,1993,136,25.8,18.6718730464112
"L0852",NA,"Hong Kong",1993-05-17,1993,137,26.8333333333333,19.9703536714926
"L0852",NA,"Hong Kong",1993-05-18,1993,138,27.2666666666667,19.3116760631198
"L0852",NA,"Hong Kong",1993-05-19,1993,139,27.4333333333333,19.8178888500108
"L0852",NA,"Hong Kong",1993-05-20,1993,140,27.6666666666667,21.32961609644
"L0852",NA,"Hong Kong",1993-05-21,1993,141,28.4666666666667,21.0721931826637
"L0852",NA,"Hong Kong",1993-05-22,1993,142,27.6333333333333,19.7618955186365
"L0852",NA,"Hong Kong",1993-05-23,1993,143,26.7,21.1797498264767
"L0852",NA,"Hong Kong",1993-05-24,1993,144,24.4,20.5447597806603
"L0852",NA,"Hong Kong",1993-05-25,1993,145,24.95,20.8016119379285
"L0852",NA,"Hong Kong",1993-05-26,1993,146,24.8666666666667,21.2230146611439
"L0852",NA,"Hong Kong",1993-05-27,1993,147,27.15,20.5246150173345
"L0852",NA,"Hong Kong",1993-05-28,1993,148,27.9,13.4021178853358
"L0852",NA,"Hong Kong",1993-05-29,1993,149,25.4,13.5793877470959
"L0852",NA,"Hong Kong",1993-05-30,1993,150,27,18.3110746723282
"L0852",NA,"Hong Kong",1993-05-31,1993,151,29.15,23.0629210073189
"L0852",NA,"Hong Kong",1993-06-01,1993,152,29.2333333333333,23.2737357844287
"L0852",NA,"Hong Kong",1993-06-02,1993,153,26.5,21.4282655723688
"L0852",NA,"Hong Kong",1993-06-03,1993,154,25.2,21.877457883291
"L0852",NA,"Hong Kong",1993-06-04,1993,155,27.35,23.195692540615
"L0852",NA,"Hong Kong",1993-06-05,1993,156,27.7,23.8623581528059
"L0852",NA,"Hong Kong",1993-06-06,1993,157,28.65,22.2815818323767
"L0852",NA,"Hong Kong",1993-06-07,1993,158,27.7333333333333,22.9917206548422
"L0852",NA,"Hong Kong",1993-06-08,1993,159,29.2,22.9729304343181
"L0852",NA,"Hong Kong",1993-06-09,1993,160,26.2333333333333,22.4789625373094
"L0852",NA,"Hong Kong",1993-06-10,1993,161,25.5,22.1063647417173
"L0852",NA,"Hong Kong",1993-06-11,1993,162,26.5,22.9809532110843
"L0852",NA,"Hong Kong",1993-06-12,1993,163,29.45,23.3017326560738
"L0852",NA,"Hong Kong",1993-06-13,1993,164,29.4,23.6624720682465
"L0852",NA,"Hong Kong",1993-06-14,1993,165,28.7,23.529558025563
"L0852",NA,"Hong Kong",1993-06-15,1993,166,28.5666666666667,23.6253567137067
"L0852",NA,"Hong Kong",1993-06-16,1993,167,24.85,21.5788416048837
"L0852",NA,"Hong Kong",1993-06-17,1993,168,27.8,22.8212987718505
"L0852",NA,"Hong Kong",1993-06-18,1993,169,27.35,22.0443243254348
"L0852",NA,"Hong Kong",1993-06-19,1993,170,28.9,22.1233569949969
"L0852",NA,"Hong Kong",1993-06-20,1993,171,29.3,22.6287558993218
"L0852",NA,"Hong Kong",1993-06-21,1993,172,29.35,22.5706933690801
"L0852",NA,"Hong Kong",1993-06-22,1993,173,29.8,22.9392923602564
"L0852",NA,"Hong Kong",1993-06-23,1993,174,29.35,22.2388423506793
"L0852",NA,"Hong Kong",1993-06-24,1993,175,29,22.5952500335528
"L0852",NA,"Hong Kong",1993-06-25,1993,176,29.05,23.691189476968
"L0852",NA,"Hong Kong",1993-06-26,1993,177,30.4,21.804469939198
"L0852",NA,"Hong Kong",1993-06-27,1993,178,27.0666666666667,20.9502223179362
"L0852",NA,"Hong Kong",1993-06-28,1993,179,26.6,21.3905373187059
"L0852",NA,"Hong Kong",1993-06-29,1993,180,28.45,21.9736603895207
"L0852",NA,"Hong Kong",1993-06-30,1993,181,28.8,22.8850446503277
"L0852",NA,"Hong Kong",1993-07-01,1993,182,28.85,22.6773137963115
"L0852",NA,"Hong Kong",1993-07-02,1993,183,29.1,21.9907457109889
"L0852",NA,"Hong Kong",1993-07-03,1993,184,29.5,22.4295319427189
"L0852",NA,"Hong Kong",1993-07-04,1993,185,29.6,22.4906161002755
"L0852",NA,"Hong Kong",1993-07-05,1993,186,29.5,21.8951170896571
"L0852",NA,"Hong Kong",1993-07-06,1993,187,29.65,21.7492348887496
"L0852",NA,"Hong Kong",1993-07-07,1993,188,29.7,21.9393572787586
"L0852",NA,"Hong Kong",1993-07-08,1993,189,29.6,22.2804770186614
"L0852",NA,"Hong Kong",1993-07-09,1993,190,29.8,22.2767090140408
"L0852",NA,"Hong Kong",1993-07-10,1993,191,29.4,22.235417691432
"L0852",NA,"Hong Kong",1993-07-11,1993,192,27.8,22.5583205257771
"L0852",NA,"Hong Kong",1993-07-12,1993,193,27.45,22.2358126619934
"L0852",NA,"Hong Kong",1993-07-13,1993,194,25.6,21.313676249877
"L0852",NA,"Hong Kong",1993-07-14,1993,195,28.75,23.0228547018974
"L0852",NA,"Hong Kong",1993-07-15,1993,196,29.55,22.8293697711325
"L0852",NA,"Hong Kong",1993-07-16,1993,197,29.75,22.3299782330032
"L0852",NA,"Hong Kong",1993-07-17,1993,198,30.15,23.0505753448618
"L0852",NA,"Hong Kong",1993-07-18,1993,199,30.3666666666667,23.0667785064099
"L0852",NA,"Hong Kong",1993-07-19,1993,200,30.5,22.8493723575739
"L0852",NA,"Hong Kong",1993-07-20,1993,201,30,23.1956307707408
"L0852",NA,"Hong Kong",1993-07-21,1993,202,29.8,23.5888474042053
"L0852",NA,"Hong Kong",1993-07-22,1993,203,29.3666666666667,23.0386088521842
"L0852",NA,"Hong Kong",1993-07-23,1993,204,29.85,22.325431824148
"L0852",NA,"Hong Kong",1993-07-24,1993,205,30.3,22.488904579009
"L0852",NA,"Hong Kong",1993-07-25,1993,206,30.7333333333333,22.5175778820655
"L0852",NA,"Hong Kong",1993-07-26,1993,207,30.3,22.976910418867
"L0852",NA,"Hong Kong",1993-07-27,1993,208,30.2666666666667,23.0159798409103
"L0852",NA,"Hong Kong",1993-07-28,1993,209,30.1,22.7876392239361
"L0852",NA,"Hong Kong",1993-07-29,1993,210,30.65,23.5726662129498
"L0852",NA,"Hong Kong",1993-07-30,1993,211,29.15,24.2556532675145
"L0852",NA,"Hong Kong",1993-07-31,1993,212,27.2333333333333,23.1364382233542
"L0852",NA,"Hong Kong",1993-08-01,1993,213,28.2,23.1290682152509
"L0852",NA,"Hong Kong",1993-08-02,1993,214,28.8,22.328062606233
"L0852",NA,"Hong Kong",1993-08-03,1993,215,29.4333333333333,22.7013256264719
"L0852",NA,"Hong Kong",1993-08-04,1993,216,29.8,22.360975251702
"L0852",NA,"Hong Kong",1993-08-05,1993,217,30.2,22.5916193909352
"L0852",NA,"Hong Kong",1993-08-06,1993,218,30.2,22.8417813844937
"L0852",NA,"Hong Kong",1993-08-07,1993,219,29.8333333333333,23.3132758463743
"L0852",NA,"Hong Kong",1993-08-08,1993,220,29.4333333333333,23.5215912725042
"L0852",NA,"Hong Kong",1993-08-09,1993,221,29.05,23.7523463523557
"L0852",NA,"Hong Kong",1993-08-10,1993,222,27.7,23.1659295945912
"L0852",NA,"Hong Kong",1993-08-11,1993,223,29.4666666666667,23.7545185849184
"L0852",NA,"Hong Kong",1993-08-12,1993,224,29.2,22.9899977938176
"L0852",NA,"Hong Kong",1993-08-13,1993,225,27.5666666666667,22.9272412781501
"L0852",NA,"Hong Kong",1993-08-14,1993,226,29,22.7751003526864
"L0852",NA,"Hong Kong",1993-08-15,1993,227,27.55,22.1682006522066
"L0852",NA,"Hong Kong",1993-08-16,1993,228,28.1333333333333,22.4369320315279
"L0852",NA,"Hong Kong",1993-08-17,1993,229,27.2333333333333,23.0415449570567
"L0852",NA,"Hong Kong",1993-08-18,1993,230,29.2666666666667,22.798322414146
"L0852",NA,"Hong Kong",1993-08-19,1993,231,29.1,20.9380864254154
"L0852",NA,"Hong Kong",1993-08-20,1993,232,26.3333333333333,21.1636785099744
"L0852",NA,"Hong Kong",1993-08-21,1993,233,26.8,21.9503326813888
"L0852",NA,"Hong Kong",1993-08-22,1993,234,27.9333333333333,22.2233020094427
"L0852",NA,"Hong Kong",1993-08-23,1993,235,28.5333333333333,21.2730734721202
"L0852",NA,"Hong Kong",1993-08-24,1993,236,28.6666666666667,19.9402071480455
"L0852",NA,"Hong Kong",1993-08-25,1993,237,29.7666666666667,21.4238136145369
"L0852",NA,"Hong Kong",1993-08-26,1993,238,29.5666666666667,21.8113108375058
"L0852",NA,"Hong Kong",1993-08-27,1993,239,29.7666666666667,22.3258284103263
"L0852",NA,"Hong Kong",1993-08-28,1993,240,28.9333333333333,21.4142059695693
"L0852",NA,"Hong Kong",1993-08-29,1993,241,28.55,21.2546026083974
"L0852",NA,"Hong Kong",1993-08-30,1993,242,28.1,19.8645463558333
"L0852",NA,"Hong Kong",1993-08-31,1993,243,27.9333333333333,20.0230379457718
"L0852",NA,"Hong Kong",1993-09-01,1993,244,28.1666666666667,19.2881395263269
"L0852",NA,"Hong Kong",1993-09-02,1993,245,28.3333333333333,18.1386024878693
"L0852",NA,"Hong Kong",1993-09-03,1993,246,28.9666666666667,17.0583032790661
"L0852",NA,"Hong Kong",1993-09-04,1993,247,28.9333333333333,19.2846449524239
"L0852",NA,"Hong Kong",1993-09-05,1993,248,28.4333333333333,20.4844223358448
"L0852",NA,"Hong Kong",1993-09-06,1993,249,27.9,18.5825051403602
"L0852",NA,"Hong Kong",1993-09-07,1993,250,28,16.5346862814569
"L0852",NA,"Hong Kong",1993-09-08,1993,251,27.95,18.3699177918927
"L0852",NA,"Hong Kong",1993-09-09,1993,252,27.7,19.577293029405
"L0852",NA,"Hong Kong",1993-09-10,1993,253,27.7,19.4096529103018
"L0852",NA,"Hong Kong",1993-09-11,1993,254,28.2333333333333,19.0564988916447
"L0852",NA,"Hong Kong",1993-09-12,1993,255,28.8,20.9922135881691
"L0852",NA,"Hong Kong",1993-09-13,1993,256,28.9,20.2471639967169
"L0852",NA,"Hong Kong",1993-09-14,1993,257,27.7,20.9038220085163
"L0852",NA,"Hong Kong",1993-09-15,1993,258,28.1333333333333,21.8473894155728
"L0852",NA,"Hong Kong",1993-09-16,1993,259,27.8666666666667,20.4670946689345
"L0852",NA,"Hong Kong",1993-09-17,1993,260,25.4666666666667,20.6366235436127
"L0852",NA,"Hong Kong",1993-09-18,1993,261,27.3,22.121707763485
"L0852",NA,"Hong Kong",1993-09-19,1993,262,28,21.8703739481063
"L0852",NA,"Hong Kong",1993-09-20,1993,263,28.8666666666667,21.1658643113102
"L0852",NA,"Hong Kong",1993-09-21,1993,264,28.7666666666667,21.6041420480357
"L0852",NA,"Hong Kong",1993-09-22,1993,265,28.4,20.8748295578007
"L0852",NA,"Hong Kong",1993-09-23,1993,266,25.6,20.7085647440529
"L0852",NA,"Hong Kong",1993-09-24,1993,267,24.2333333333333,20.1896154675687
"L0852",NA,"Hong Kong",1993-09-25,1993,268,22.8666666666667,19.1123400148873
"L0852",NA,"Hong Kong",1993-09-26,1993,269,24,19.4146478527452
"L0852",NA,"Hong Kong",1993-09-27,1993,270,25.7,20.9119917768033
"L0852",NA,"Hong Kong",1993-09-28,1993,271,27.05,19.9688006308951
"L0852",NA,"Hong Kong",1993-09-29,1993,272,27.1666666666667,20.9778394851391
"L0852",NA,"Hong Kong",1993-09-30,1993,273,25.6666666666667,18.205717892467
"L0852",NA,"Hong Kong",1993-10-01,1993,274,24.5333333333333,16.2341225653792
"L0852",NA,"Hong Kong",1993-10-02,1993,275,23.5666666666667,12.9952518774701
"L0852",NA,"Hong Kong",1993-10-03,1993,276,24.3333333333333,13.0047584205333
"L0852",NA,"Hong Kong",1993-10-04,1993,277,25.8,14.2230129672003
"L0852",NA,"Hong Kong",1993-10-05,1993,278,26.2,13.4962356401637
"L0852",NA,"Hong Kong",1993-10-06,1993,279,25.05,10.9607975649588
"L0852",NA,"Hong Kong",1993-10-07,1993,280,24.0333333333333,9.33337179697318
"L0852",NA,"Hong Kong",1993-10-08,1993,281,24.3,11.9869707961338
"L0852",NA,"Hong Kong",1993-10-09,1993,282,25.45,14.6988014735994
"L0852",NA,"Hong Kong",1993-10-10,1993,283,24.7666666666667,14.182439547133
"L0852",NA,"Hong Kong",1993-10-11,1993,284,25.1,13.6505992897879
"L0852",NA,"Hong Kong",1993-10-12,1993,285,25.5666666666667,15.0408542529876
"L0852",NA,"Hong Kong",1993-10-13,1993,286,23.5,18.211024789553
"L0852",NA,"Hong Kong",1993-10-14,1993,287,25.75,19.9321039949388
"L0852",NA,"Hong Kong",1993-10-15,1993,288,25.3,17.559803938893
"L0852",NA,"Hong Kong",1993-10-16,1993,289,25.75,18.4888638466487
"L0852",NA,"Hong Kong",1993-10-17,1993,290,26,17.5440150760837
"L0852",NA,"Hong Kong",1993-10-18,1993,291,24,14.0130268484384
"L0852",NA,"Hong Kong",1993-10-19,1993,292,22.9333333333333,13.1449101398726
"L0852",NA,"Hong Kong",1993-10-20,1993,293,23.9,14.5553196360043
"L0852",NA,"Hong Kong",1993-10-21,1993,294,24.2666666666667,14.2402208519005
"L0852",NA,"Hong Kong",1993-10-22,1993,295,24.6,12.8216199070428
"L0852",NA,"Hong Kong",1993-10-23,1993,296,25.15,12.8751279513996
"L0852",NA,"Hong Kong",1993-10-24,1993,297,24.3666666666667,13.9964693638257
"L0852",NA,"Hong Kong",1993-10-25,1993,298,24.1333333333333,16.0903581784324
"L0852",NA,"Hong Kong",1993-10-26,1993,299,24.2666666666667,17.6923211018322
"L0852",NA,"Hong Kong",1993-10-27,1993,300,23.8333333333333,17.8179337972644
"L0852",NA,"Hong Kong",1993-10-28,1993,301,25.1,17.4725805951449
"L0852",NA,"Hong Kong",1993-10-29,1993,302,24.1,13.6807604377454
"L0852",NA,"Hong Kong",1993-10-30,1993,303,20.7,6.94692407701448
"L0852",NA,"Hong Kong",1993-10-31,1993,304,18.9333333333333,5.56779226106514
"L0852",NA,"Hong Kong",1993-11-01,1993,305,20.6,7.42770813620199
"L0852",NA,"Hong Kong",1993-11-02,1993,306,22.2333333333333,8.28119058782844
"L0852",NA,"Hong Kong",1993-11-03,1993,307,21.7,12.2117161158274
"L0852",NA,"Hong Kong",1993-11-04,1993,308,21.7,17.4005130234913
"L0852",NA,"Hong Kong",1993-11-05,1993,309,23.7666666666667,19.4856944693277
"L0852",NA,"Hong Kong",1993-11-06,1993,310,24.25,19.0919747846135
"L0852",NA,"Hong Kong",1993-11-07,1993,311,25.3666666666667,19.0807654690068
"L0852",NA,"Hong Kong",1993-11-08,1993,312,25.1666666666667,18.7411494033412
"L0852",NA,"Hong Kong",1993-11-09,1993,313,25.4,17.9756016811018
"L0852",NA,"Hong Kong",1993-11-10,1993,314,25.2666666666667,17.9818190153507
"L0852",NA,"Hong Kong",1993-11-11,1993,315,24.05,17.3099148659146
"L0852",NA,"Hong Kong",1993-11-12,1993,316,22.0666666666667,15.0781670960443
"L0852",NA,"Hong Kong",1993-11-13,1993,317,21,10.3678685967255
"L0852",NA,"Hong Kong",1993-11-14,1993,318,21.9333333333333,14.7443800505471
"L0852",NA,"Hong Kong",1993-11-15,1993,319,22.95,15.8394765591952
"L0852",NA,"Hong Kong",1993-11-16,1993,320,22.4,16.2583858418587
"L0852",NA,"Hong Kong",1993-11-17,1993,321,24.1,15.8328660246414
"L0852",NA,"Hong Kong",1993-11-18,1993,322,22.5333333333333,13.8589340844398
"L0852",NA,"Hong Kong",1993-11-19,1993,323,22.1333333333333,14.8028869972226
"L0852",NA,"Hong Kong",1993-11-20,1993,324,23,14.4034130846118
"L0852",NA,"Hong Kong",1993-11-21,1993,325,13.0666666666667,6.81761392159967
"L0852",NA,"Hong Kong",1993-11-22,1993,326,14.7666666666667,7.59220265247184
"L0852",NA,"Hong Kong",1993-11-23,1993,327,16.8,7.062320134132
"L0852",NA,"Hong Kong",1993-11-24,1993,328,13.0333333333333,7.01873422475198
"L0852",NA,"Hong Kong",1993-11-25,1993,329,13.6333333333333,10.549295648084
"L0852",NA,"Hong Kong",1993-11-26,1993,330,17.2,10.7717373187531
"L0852",NA,"Hong Kong",1993-11-27,1993,331,19.15,10.6849757536938
"L0852",NA,"Hong Kong",1993-11-28,1993,332,18.9,11.3533513426291
"L0852",NA,"Hong Kong",1993-11-29,1993,333,21.4,13.8084570370986
"L0852",NA,"Hong Kong",1993-11-30,1993,334,21.3,15.5257528143691
"L0852",NA,"Hong Kong",1993-12-01,1993,335,21.4,15.7658110206496
"L0852",NA,"Hong Kong",1993-12-02,1993,336,21.8666666666667,15.9961703275493
"L0852",NA,"Hong Kong",1993-12-03,1993,337,22.2,14.3216861258818
"L0852",NA,"Hong Kong",1993-12-04,1993,338,16.7,8.1754240671713
"L0852",NA,"Hong Kong",1993-12-05,1993,339,15.3333333333333,7.86064900811241
